"Status [Canceled, In Design, On Hold, Paid, Paid(Override), Partially Paid, To be Paid, Void]",*Payment Header Number (Text - 30),Status Date (Date),Planned Date (Date),Planned Amount (Decimal),Planned Currency,Actual Amount (Decimal),Actual Currency,Actual Date (Date),Offset Number (Text - 30),Offset Amount (Decimal),Offset Date (Date),Allocation Share - Start with and separate by ^ (e.g. '^35^15^50') (Text),Vendor Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Vendor Location Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Allocation Description - Start with and separate by ^ (e.g. '^Ck A/C 6557607504^Monticello RSA-4^Summerville') (Text),"Allocation Type - Start with and separate by ^ (e.g. '^Payee Account^Payee Account^Payee Account') [Budget Account, Business Area, Cost Center, GL Account, Journal Account, Payee Account, Profit Center]","By Percent or Amount? [PCT, AMT]",Reference No (Text - 30),Remarks (Text - 4000),Check Number (Text - 30),Check Amount (Decimal),Check Date (Date),Partials Actual Amount,Partials Actual Date,Partials Check No,Partials Check Amount,Partials Check Date,Partials Check Reference No,Partials Remarks
Paid(Override),338441,,11/1/2014,1092.5,USD,1092.5,USD,10/20/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/10/20,1501464907,729097.71,10/27/2014,,,,,,,,
Paid(Override),338441,,11/1/2015,1092.5,USD,1092.5,USD,10/21/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1501268906102315 2015/10/23 730385.80 1092.50,1501268906,730385.8,10/23/2015,,,,,,,,
Paid(Override),338441,,12/1/2006,950,USD,950,USD,1/18/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,MD 1/18/07: cd 12/1/06,1500068681,193240.8,1/23/2007,,,,,,,,
Paid(Override),338441,,12/1/2007,950,USD,950,USD,11/19/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501000682,277395.2,11/20/2007,,,,,,,,
Paid(Override),338441,,12/1/2008,950,USD,950,USD,11/21/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501144436,290819,11/24/2008,,,,,,,,
Paid(Override),338441,,12/1/2009,950,USD,950,USD,11/19/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/11/20,1501402451,301473.66,11/23/2009,,,,,,,,
Paid(Override),338441,,12/1/2010,950,USD,950,USD,11/17/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/11/18,1501192668,322148.57,11/19/2010,,,,,,,,
Paid(Override),338441,,12/1/2011,1092.5,USD,1092.5,USD,11/15/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/11/17,1501226532,336638.97,11/18/2011,,,,,,,,
Paid(Override),338441,,12/1/2012,1092.5,USD,1092.5,USD,11/15/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2489899,613520.3,11/20/2012,,,,,,,,
Paid(Override),338441,,12/1/2013,1092.5,USD,1092.5,USD,11/20/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/11/21 P 2013/11/21,2722730,704864.96,11/22/2013,,,,,,,,
Paid(Override),338441,,12/1/2014,1092.5,USD,1092.5,USD,11/18/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/11/19 P 2014/11/19,1501593126,731326.76,11/24/2014,,,,,,,,
Paid(Override),338441,,12/1/2015,1092.5,USD,1092.5,USD,11/17/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/11/18 PP 1501419170111915 2015/11/19 729393.85 1092.50 P 2015/11/18,1501419170,729393.85,11/19/2015,,,,,,,,
Paid(Override),338441,,2/1/2007,950,USD,950,USD,1/19/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500068681,193240.8,1/23/2007,,,,,,,,
Paid(Override),338441,,2/1/2008,950,USD,950,USD,1/22/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500052513,279509.16,1/23/2008,,,,,,,,
Paid(Override),338441,,2/1/2009,950,USD,950,USD,1/20/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/01/21,1500070450,292168.37,1/22/2009,,,,,,,,
Paid(Override),338441,,2/1/2010,950,USD,950,USD,1/19/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500072956,305442.57,1/21/2010,,,,,,,,
Paid(Override),338441,,2/1/2011,950,USD,950,USD,1/20/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500067192012411 2011/01/24 324755.65 950.00 P 2011/01/21,1500067192,324755.65,1/24/2011,,,,,,,,
Paid(Override),338441,,2/1/2012,1092.5,USD,1092.5,USD,1/20/2012,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/01/23,1500102120,335013.87,1/24/2012,,,,,,,,
Paid(Override),338441,,2/1/2013,1092.5,USD,1092.5,USD,1/22/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2536044 2013/01/24 616260.85 1092.50,2536044,616260.85,1/24/2013,,,,,,,,
Paid(Override),338441,,2/1/2014,1092.5,USD,1092.5,USD,1/22/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2764376,708348.7,1/24/2014,,,,,,,,
Paid(Override),338441,,2/1/2015,1092.5,USD,1092.5,USD,1/21/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500115572,734512.16,1/23/2015,,,,,,,,
Paid(Override),338441,,2/1/2016,1092.5,USD,1092.5,USD,1/20/2016,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500110215,732518.97,1/22/2016,,,,,,,,
Paid(Override),338441,,3/1/2007,950,USD,950,USD,2/15/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500146558,219865.47,2/20/2007,,,,,,,,
Paid(Override),338441,,3/1/2008,950,USD,950,USD,2/19/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500150942,285702.25,2/20/2008,,,,,,,,
Paid(Override),338441,,3/1/2009,950,USD,950,USD,2/18/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/02/19,1500209431,298367.83,2/20/2009,,,,,,,,
Paid(Override),338441,,3/1/2010,950,USD,950,USD,2/17/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/02/18,1500204418,311663.52,2/19/2010,,,,,,,,
Paid(Override),338441,,3/1/2011,950,USD,950,USD,2/17/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500160273022211 2011/02/22 332551.16 950.00 P 2011/02/18,1500160273,332551.16,2/22/2011,,,,,,,,
Paid(Override),338441,,3/1/2012,1092.5,USD,1092.5,USD,2/15/2012,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/02/16,1500190725,342478.86,2/17/2012,,,,,,,,
Paid(Override),338441,,3/1/2013,1092.5,USD,1092.5,USD,2/19/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2557654,633104.8,2/21/2013,,,,,,,,
Paid(Override),338441,,3/1/2014,1092.5,USD,1092.5,USD,2/20/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2788499 2014/02/24 723757.78 1092.50 P 2014/02/21,2788499,723757.78,2/24/2014,,,,,,,,
Paid(Override),338441,,3/1/2015,1092.5,USD,1092.5,USD,2/19/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/02/20,1500229957,729692.03,2/23/2015,,,,,,,,
Paid(Override),338441,,3/1/2016,1092.5,USD,1092.5,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),338441,,4/1/2007,950,USD,950,USD,3/21/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500229377,261782.56,3/23/2007,,,,,,,,
Paid(Override),338441,,4/1/2008,950,USD,950,USD,3/21/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/03/24,1500252913,279812.09,3/25/2008,,,,,,,,
Paid(Override),338441,,4/1/2009,950,USD,950,USD,3/20/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500336847,294280.97,3/24/2009,,,,,,,,
Paid(Override),338441,,4/1/2010,950,USD,950,USD,3/19/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/03/22,1500338921,305844.57,3/23/2010,,,,,,,,
Paid(Override),338441,,4/1/2011,950,USD,950,USD,3/21/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500262429,326663.51,3/23/2011,,,,,,,,
Paid(Override),338441,,4/1/2012,1092.5,USD,1092.5,USD,3/20/2012,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/03/22,1500342579,335372.87,3/23/2012,,,,,,,,
Paid(Override),338441,,4/1/2013,1092.5,USD,1092.5,USD,3/20/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2579097 2013/03/22 618744.60 1092.50,2579097,618744.6,3/22/2013,,,,,,,,
Paid(Override),338441,,4/1/2014,1092.5,USD,1092.5,USD,3/20/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2811811,730257.39,3/24/2014,,,,,,,,
Paid(Override),338441,,4/1/2015,1092.5,USD,1092.5,USD,3/19/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/03/20 P 2015/03/20 P 2015/03/20 P 2015/03/20 P 2015/03/20,,,,,,,,,,,
Paid(Override),338441,,4/1/2016,1092.5,USD,1092.5,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),338441,,5/1/2007,950,USD,950,USD,4/18/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/04/20,1500324815,267230.87,4/23/2007,,,,,,,,
Paid(Override),338441,,5/1/2008,950,USD,950,USD,4/21/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/04/22,1500366680,281284.52,4/24/2008,,,,,,,,
Paid(Override),338441,,5/1/2009,950,USD,950,USD,4/20/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/04/21,1500478893,294318.5,4/22/2009,,,,,,,,
Paid(Override),338441,,5/1/2010,950,USD,950,USD,4/20/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/04/21,1500458414,308114.59,4/22/2010,,,,,,,,
Paid(Override),338441,,5/1/2011,950,USD,950,USD,4/20/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/04/21 P 2011/04/21,1500420249,328869.36,4/26/2011,,,,,,,,
Paid(Override),338441,,5/1/2012,1092.5,USD,1092.5,USD,4/19/2012,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/04/20,1500454283,335496.99,4/23/2012,,,,,,,,
Paid(Override),338441,,5/1/2013,1092.5,USD,1092.5,USD,4/18/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2597333 2013/04/23 622285.73 1092.50,2597333,622285.73,4/23/2013,,,,,,,,
Paid(Override),338441,,5/1/2014,1092.5,USD,1092.5,USD,4/17/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/04/23 P 2014/04/23,2836121,710628.72,4/24/2014,,,,,,,,
Paid(Override),338441,,5/1/2015,1092.5,USD,1092.5,USD,4/21/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/04/22 PP 1500470808042315 2015/04/23 717574.90 1092.50 P 2015/04/22,1500470808,717574.9,4/23/2015,,,,,,,,
Paid(Override),338441,,5/1/2016,1092.5,USD,1092.5,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),338441,,6/1/2007,950,USD,950,USD,5/16/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500422663052107 2007/05/21 267329.31 950.00 P 2007/05/18,1500446818,268029.31,5/23/2007,,,,,,,,
Paid(Override),338441,,6/1/2008,950,USD,950,USD,5/21/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/05/22,1500462451,282101.82,5/23/2008,,,,,,,,
Paid(Override),338441,,6/1/2009,950,USD,950,USD,5/19/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/05/20,1500600490,297076.93,5/21/2009,,,,,,,,
Paid(Override),338441,,6/1/2010,950,USD,950,USD,5/19/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/05/20,1500548925,308844.54,5/21/2010,,,,,,,,
Paid(Override),338441,,6/1/2011,954.75,USD,954.75,USD,5/19/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500538394,329913.1,5/25/2011,^36.42^918.33,^5/19/2011^5/19/2011,^1500538394^1500538394,^329913.1^329913.1,^5/25/2011^5/25/2011,^^,^^,
Paid(Override),338441,,6/1/2012,1092.5,USD,1092.5,USD,5/16/2012,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/05/18,1500570305,270910.89,5/21/2012,,,,,,,,
Paid(Override),338441,,6/1/2013,1092.5,USD,1092.5,USD,5/21/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2615388 2013/05/23 659852.28 1092.50 PP 2615388 2013/05/23 659852.28 1092.50 PP 2615388 2013/05/23 659852.28 1092.50 PP 2615388 2013/05/23 659852.28 1092.50,2615388,659852.28,5/23/2013,,,,,,,,
Paid(Override),338441,,6/1/2014,1092.5,USD,1092.5,USD,5/20/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/05/21 P 2014/05/21,2859868,752248.33,5/22/2014,,,,,,,,
Paid(Override),338441,,6/1/2015,1092.5,USD,1092.5,USD,5/19/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500540107052115 2015/05/22 756313.80 1092.50,1500540107,756313.8,5/22/2015,,,,,,,,
Paid(Override),338441,,7/1/2007,950,USD,950,USD,6/21/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500528678,278158.73,6/25/2007,,,,,,,,
Paid(Override),338441,,7/1/2008,950,USD,950,USD,6/23/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/06/24,1500578546,288219.16,6/25/2008,,,,,,,,
Paid(Override),338441,,7/1/2009,950,USD,950,USD,6/19/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/06/22,1500740701,303202.35,6/23/2009,,,,,,,,
Paid(Override),338441,,7/1/2010,950,USD,950,USD,6/18/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/06/21,1500646768,316007.59,6/22/2010,,,,,,,,
Paid(Override),338441,,7/1/2011,1092.5,USD,1092.5,USD,6/21/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/06/22,1500638743,338191.66,6/23/2011,,,,,,,,
Paid(Override),338441,,7/1/2012,1092.5,USD,1092.5,USD,6/20/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2375303,637976.94,6/22/2012,,,,,,,,
Paid(Override),338441,,7/1/2013,1092.5,USD,1092.5,USD,6/20/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2633198,737429.46,6/24/2013,,,,,,,,
Paid(Override),338441,,7/1/2014,1092.5,USD,1092.5,USD,6/19/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2885776,756662.96,6/23/2014,,,,,,,,
Paid(Override),338441,,7/1/2015,1092.5,USD,1092.5,USD,6/18/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500687737062215 2015/06/23 760977.35 1092.50,1500687737,760977.35,6/23/2015,,,,,,,,
Paid(Override),338441,,8/1/2007,950,USD,950,USD,7/19/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/07/20,1500606468,281822.43,7/23/2007,,,,,,,,
Paid(Override),338441,,8/1/2008,950,USD,950,USD,7/22/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/07/23,1500672599,293247.95,7/24/2008,,,,,,,,
Paid(Override),338441,,8/1/2009,950,USD,950,USD,7/22/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/07/23,1500874270,306983.96,7/24/2009,,,,,,,,
Paid(Override),338441,,8/1/2010,950,USD,950,USD,7/21/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/07/22,1500780499,322160.42,7/23/2010,,,,,,,,
Paid(Override),338441,,8/1/2011,1092.5,USD,1092.5,USD,7/20/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/07/22,1500766207,342940.13,7/25/2011,,,,,,,,
Paid(Override),338441,,8/1/2012,1092.5,USD,1092.5,USD,7/19/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2397458,622422.74,7/24/2012,,,,,,,,
Paid(Override),338441,,8/1/2013,1092.5,USD,1092.5,USD,7/19/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2650823,725426.3,7/23/2013,,,,,,,,
Paid(Override),338441,,8/1/2014,1092.5,USD,1092.5,USD,7/17/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2908984,744542.98,7/21/2014,,,,,,,,
Paid(Override),338441,,8/1/2015,1092.5,USD,1092.5,USD,7/21/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500831875072315 2015/07/24 749431.86 1092.50,1500831875,749431.86,7/24/2015,,,,,,,,
Paid(Override),338441,,9/1/2007,950,USD,950,USD,8/22/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/08/23,1500706956,286419.24,8/24/2007,,,,,,,,
Paid(Override),338441,,9/1/2008,950,USD,950,USD,8/22/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/08/25,1500790445,296095.46,8/26/2008,,,,,,,,
Paid(Override),338441,,9/1/2009,950,USD,950,USD,8/20/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/08/21,1501030382,309545.51,8/24/2009,,,,,,,,
Paid(Override),338441,,9/1/2010,950,USD,950,USD,8/20/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500896772,328565.27,8/23/2010,,,,,,,,
Paid(Override),338441,,9/1/2011,1092.5,USD,1092.5,USD,8/23/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500880228,345937.44,8/24/2011,,,,,,,,
Paid(Override),338441,,9/1/2012,1092.5,USD,1092.5,USD,8/16/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2419722,614258.22,8/22/2012,,,,,,,,
Paid(Override),338441,,9/1/2013,1092.5,USD,1092.5,USD,8/21/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/08/22,2669182,714203.91,8/23/2013,,,,,,,,
Paid(Override),338441,,9/1/2014,1092.5,USD,1092.5,USD,8/21/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2934205,734659.55,8/25/2014,,,,,,,,
Paid(Override),338441,,9/1/2015,1092.5,USD,1092.5,USD,8/19/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500985190082115 2015/08/24 738721.80 1092.50 PP 1500985190082115 2015/08/24 738721.80 1092.50 PP 1501024280090115 2015/09/01 738721.80 1092.50 PP 1500985190082115 2015/08/24 738721.80 1092.50,1501024280,738721.8,9/1/2015,,,,,,,,
Paid(Override),338455,,1/1/2007,1098.46,USD,1098.46,USD,1/18/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,MD 1/18/07: cd 11/1/06,1500068681,193240.8,1/23/2007,,,,,,,,
Paid(Override),338455,,1/1/2008,1131.41,USD,1131.41,USD,12/10/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501098640,283052.94,12/11/2007,,,,,,,,
Paid(Override),338455,,1/1/2009,1165.36,USD,1165.36,USD,12/16/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/12/17,1501256569,295827.16,12/22/2008,,,,,,,,
Paid(Override),338455,,1/1/2010,1200.32,USD,1200.32,USD,12/18/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1501526606122909 2009/12/29 306907.04 1200.32 PP 1501499354122309 2009/12/23 306907.04 1200.32,1501526606,306907.04,12/29/2009,,,,,,,,
Paid(Override),338455,,1/1/2011,1236.33,USD,1236.33,USD,12/20/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/12/21,1501332945,327180.03,12/22/2010,,,,,,,,
Paid(Override),338455,,1/1/2012,1273.42,USD,1273.42,USD,12/19/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/12/20,1501348576,340566.53,12/21/2011,,,,,,,,
Paid(Override),338455,,1/1/2013,1311.62,USD,1311.62,USD,12/19/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2513269,662482.51,12/21/2012,,,,,,,,
Paid(Override),338455,,1/1/2014,1350.97,USD,1350.97,USD,12/18/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/12/19,2742516,754786.91,12/20/2013,,,,,,,,
Paid(Override),338455,,1/1/2015,1391.5,USD,1391.5,USD,12/18/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/12/19,1501747449,783450.72,12/24/2014,,,,,,,,
Paid(Override),338455,,1/1/2016,1433.24,USD,1433.24,USD,12/17/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/12/18 P 2015/12/18 PP 1501591861122215 2015/12/22 782921.68 1433.24 P 2015/12/18,1501591861,782921.68,12/22/2015,,,,,,,,
Paid(Override),338455,,10/1/2007,1098.46,USD,1098.46,USD,9/20/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/09/21,1500810543,276018.16,9/24/2007,,,,,,,,
Paid(Override),338455,,10/1/2008,1131.41,USD,1131.41,USD,9/23/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/09/24,1500886989,287942.13,9/25/2008,,,,,,,,
Paid(Override),338455,,10/1/2009,1165.36,USD,1165.36,USD,9/18/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/09/21,1501150665,299488.97,9/24/2009,,,,,,,,
Paid(Override),338455,,10/1/2010,1200.32,USD,1200.32,USD,9/21/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/09/22,1501012330,321542.2,9/24/2010,,,,,,,,
Paid(Override),338455,,10/1/2011,1236.33,USD,1236.33,USD,9/20/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/09/22 P 2011/09/22,1500976423,334577.87,9/23/2011,,,,,,,,
Paid(Override),338455,,10/1/2012,1273.42,USD,1273.42,USD,9/19/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2442926,612267.19,9/21/2012,,,,,,,,
Paid(Override),338455,,10/1/2013,1311.62,USD,1311.62,USD,9/19/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2686747,709495.13,9/23/2013,,,,,,,,
Paid(Override),338455,,10/1/2014,1350.97,USD,1350.97,USD,9/18/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501300683,728484.27,9/22/2014,,,,,,,,
Paid(Override),338455,,10/1/2015,1391.5,USD,1391.5,USD,9/17/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501117769,730417.59,9/22/2015,,,,,,,,
Paid(Override),338455,,11/1/2006,1098.46,USD,1098.46,USD,1/18/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,MD 1/18/07: cd 11/1/06,1500068681,193240.8,1/23/2007,,,,,,,,
Paid(Override),338455,,11/1/2007,1131.41,USD,1131.41,USD,10/22/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500910764,276846.31,10/24/2007,,,,,,,,
